CustomerKey,CustomerId,CustomerName,PreferredAirport,Email,FavoriteDrink,RegistrationDate,IsActive,UpdatedAt,CreatedAt
170,customer-170,Noah Sanchez,SFO,mason.garcia@example.com,Mocha,2025-03-28T00:00:00Z,1,2025-10-14T11:49:00Z,2025-03-28T00:00:00Z
171,customer-171,Noah Clark,JFK,noah.miller@example.com,Espresso,2024-10-26T00:00:00Z,1,2025-10-13T14:32:00Z,2024-10-26T00:00:00Z
172,customer-172,Noah Ramirez,SEA,liam.miller@example.com,Latte,2025-03-12T00:00:00Z,1,2025-10-20T20:33:00Z,2025-03-12T00:00:00Z
173,customer-173,Noah Lewis,SEA,john.johnson@example.com,Latte,2024-07-22T00:00:00Z,1,2025-10-09T15:42:00Z,2024-07-22T00:00:00Z
174,customer-174,Noah Robinson,DFW,emma.garcia@example.com,Latte,2025-02-06T00:00:00Z,1,2025-10-20T19:58:00Z,2025-02-06T00:00:00Z
175,customer-175,Noah Walker,SEA,liam.johnson@example.com,Chai Latte,2024-03-30T00:00:00Z,1,2025-10-15T12:36:00Z,2024-03-30T00:00:00Z
176,customer-176,Noah Young,DFW,noah.johnson@example.com,Cappuccino,2025-03-07T00:00:00Z,1,2025-10-20T08:51:00Z,2025-03-07T00:00:00Z
177,customer-177,Noah Allen,SEA,ava.jones@example.com,Matcha,2024-04-28T00:00:00Z,1,2025-10-04T14:04:00Z,2024-04-28T00:00:00Z
178,customer-178,Noah King,SFO,lucas.jones@example.com,Mocha,2024-05-21T00:00:00Z,1,2025-10-10T18:29:00Z,2024-05-21T00:00:00Z
179,customer-179,Noah Wright,ORD,mason.brown@example.com,Espresso,2024-05-25T00:00:00Z,1,2025-10-16T20:18:00Z,2024-05-25T00:00:00Z
180,customer-180,Noah Scott,JFK,sophia.johnson@example.com,Espresso,2024-09-14T00:00:00Z,1,2025-10-09T10:39:00Z,2024-09-14T00:00:00Z
181,customer-181,Noah Torres,ATL,liam.garcia@example.com,Espresso,2024-11-21T00:00:00Z,1,2025-10-02T14:47:00Z,2024-11-21T00:00:00Z
182,customer-182,Noah Nguyen,ATL,liam.miller@example.com,Chai Latte,2024-11-28T00:00:00Z,1,2025-10-16T13:31:00Z,2024-11-28T00:00:00Z
183,customer-183,Noah Hill,ATL,john.jones@example.com,Espresso,2025-03-26T00:00:00Z,1,2025-10-17T20:03:00Z,2025-03-26T00:00:00Z
184,customer-184,Noah Flores,ORD,mason.miller@example.com,Matcha,2024-06-20T00:00:00Z,1,2025-10-11T13:39:00Z,2024-06-20T00:00:00Z
185,customer-185,Noah Green,ORD,ava.doe@example.com,Cappuccino,2024-05-18T00:00:00Z,1,2025-10-10T17:47:00Z,2024-05-18T00:00:00Z
186,customer-186,Noah Adams,ORD,jane.jones@example.com,Mocha,2024-04-27T00:00:00Z,1,2025-10-06T10:48:00Z,2024-04-27T00:00:00Z
187,customer-187,Noah Nelson,LAX,liam.johnson@example.com,Cappuccino,2024-04-20T00:00:00Z,1,2025-10-12T14:34:00Z,2024-04-20T00:00:00Z
188,customer-188,Noah Baker,DFW,john.miller@example.com,Latte,2024-07-27T00:00:00Z,1,2025-10-17T08:34:00Z,2024-07-27T00:00:00Z
189,customer-189,Noah Hall,JFK,sophia.williams@example.com,Mocha,2024-11-18T00:00:00Z,1,2025-10-02T15:31:00Z,2024-11-18T00:00:00Z
190,customer-190,Noah Rivera,LAX,sophia.miller@example.com,Mocha,2025-03-17T00:00:00Z,1,2025-10-08T20:56:00Z,2025-03-17T00:00:00Z
191,customer-191,Noah Campbell,SEA,noah.williams@example.com,Espresso,2024-04-13T00:00:00Z,1,2025-10-21T09:04:00Z,2024-04-13T00:00:00Z
192,customer-192,Noah Mitchell,JFK,jane.doe@example.com,Cappuccino,2024-04-21T00:00:00Z,1,2025-10-08T08:18:00Z,2024-04-21T00:00:00Z
193,customer-193,Ava Smith,ORD,mason.brown@example.com,Mocha,2024-10-30T00:00:00Z,1,2025-10-11T10:22:00Z,2024-10-30T00:00:00Z
194,customer-194,Ava Johnson,SFO,olivia.johnson@example.com,Mocha,2024-08-25T00:00:00Z,1,2025-10-11T18:15:00Z,2024-08-25T00:00:00Z
195,customer-195,Ava Williams,DFW,emma.garcia@example.com,Chai Latte,2025-03-18T00:00:00Z,1,2025-10-09T14:34:00Z,2025-03-18T00:00:00Z
196,customer-196,Ava Brown,JFK,jane.doe@example.com,Latte,2025-01-12T00:00:00Z,1,2025-10-05T18:43:00Z,2025-01-12T00:00:00Z
197,customer-197,Ava Jones,SFO,olivia.brown@example.com,Espresso,2024-05-01T00:00:00Z,1,2025-10-12T19:12:00Z,2024-05-01T00:00:00Z
198,customer-198,Ava Garcia,DFW,noah.johnson@example.com,Chai Latte,2025-04-17T00:00:00Z,1,2025-10-18T11:27:00Z,2025-04-17T00:00:00Z
199,customer-199,Ava Miller,ORD,emma.jones@example.com,Latte,2024-09-30T00:00:00Z,1,2025-10-04T10:25:00Z,2024-09-30T00:00:00Z
200,customer-200,Ava Davis,SFO,mason.jones@example.com,Espresso,2024-09-29T00:00:00Z,1,2025-10-04T20:01:00Z,2024-09-29T00:00:00Z
201,customer-201,Ava Rodriguez,LAX,emma.garcia@example.com,Cappuccino,2025-01-09T00:00:00Z,1,2025-10-10T15:53:00Z,2025-01-09T00:00:00Z
202,customer-202,Ava Martinez,LAX,ava.smith@example.com,Mocha,2025-02-18T00:00:00Z,1,2025-10-03T09:38:00Z,2025-02-18T00:00:00Z
203,customer-203,Ava Hernandez,JFK,lucas.miller@example.com,Espresso,2024-04-22T00:00:00Z,1,2025-10-18T16:52:00Z,2024-04-22T00:00:00Z
204,customer-204,Ava Lopez,JFK,noah.williams@example.com,Cappuccino,2024-04-27T00:00:00Z,1,2025-10-15T17:24:00Z,2024-04-27T00:00:00Z
205,customer-205,Ava Gonzalez,ORD,noah.smith@example.com,Chai Latte,2024-04-08T00:00:00Z,1,2025-10-07T09:20:00Z,2024-04-08T00:00:00Z
206,customer-206,Ava Wilson,SEA,emma.johnson@example.com,Latte,2024-10-10T00:00:00Z,1,2025-10-16T12:58:00Z,2024-10-10T00:00:00Z
207,customer-207,Ava Anderson,SEA,noah.jones@example.com,Espresso,2025-01-12T00:00:00Z,1,2025-10-14T15:24:00Z,2025-01-12T00:00:00Z
208,customer-208,Ava Thomas,JFK,mason.brown@example.com,Mocha,2025-02-02T00:00:00Z,1,2025-10-08T08:01:00Z,2025-02-02T00:00:00Z
209,customer-209,Ava Taylor,DFW,sophia.smith@example.com,Chai Latte,2024-07-25T00:00:00Z,1,2025-10-17T09:30:00Z,2024-07-25T00:00:00Z
210,customer-210,Ava Moore,SEA,noah.miller@example.com,Chai Latte,2024-06-30T00:00:00Z,1,2025-10-13T18:01:00Z,2024-06-30T00:00:00Z
211,customer-211,Ava Jackson,LAX,sophia.garcia@example.com,Espresso,2024-05-12T00:00:00Z,1,2025-10-18T17:06:00Z,2024-05-12T00:00:00Z
212,customer-212,Ava Martin,ATL,emma.brown@example.com,Cappuccino,2024-04-14T00:00:00Z,1,2025-10-19T16:25:00Z,2024-04-14T00:00:00Z
213,customer-213,Ava Lee,ATL,liam.brown@example.com,Matcha,2024-08-23T00:00:00Z,1,2025-10-10T13:58:00Z,2024-08-23T00:00:00Z
214,customer-214,Ava Perez,JFK,olivia.williams@example.com,Latte,2024-06-08T00:00:00Z,1,2025-10-16T18:04:00Z,2024-06-08T00:00:00Z
215,customer-215,Ava Thompson,LAX,ava.garcia@example.com,Cappuccino,2024-06-22T00:00:00Z,1,2025-10-14T16:14:00Z,2024-06-22T00:00:00Z
216,customer-216,Ava White,ATL,ava.smith@example.com,Latte,2024-12-25T00:00:00Z,1,2025-10-12T12:35:00Z,2024-12-25T00:00:00Z
217,customer-217,Ava Harris,JFK,liam.jones@example.com,Cappuccino,2025-03-02T00:00:00Z,1,2025-10-13T15:03:00Z,2025-03-02T00:00:00Z
218,customer-218,Ava Sanchez,LAX,emma.garcia@example.com,Latte,2025-01-09T00:00:00Z,1,2025-10-12T14:56:00Z,2025-01-09T00:00:00Z
219,customer-219,Ava Clark,JFK,sophia.garcia@example.com,Espresso,2024-10-25T00:00:00Z,1,2025-10-11T15:58:00Z,2024-10-25T00:00:00Z
220,customer-220,Ava Ramirez,ORD,emma.johnson@example.com,Latte,2025-02-14T00:00:00Z,1,2025-10-03T13:27:00Z,2025-02-14T00:00:00Z
221,customer-221,Ava Lewis,JFK,lucas.garcia@example.com,Latte,2024-08-25T00:00:00Z,1,2025-10-15T18:17:00Z,2024-08-25T00:00:00Z
222,customer-222,Ava Robinson,ATL,john.williams@example.com,Cappuccino,2024-07-01T00:00:00Z,1,2025-10-16T15:21:00Z,2024-07-01T00:00:00Z
223,customer-223,Ava Walker,JFK,john.williams@example.com,Latte,2024-11-30T00:00:00Z,1,2025-10-20T10:14:00Z,2024-11-30T00:00:00Z
224,customer-224,Ava Young,JFK,sophia.garcia@example.com,Espresso,2024-06-16T00:00:00Z,1,2025-10-11T13:37:00Z,2024-06-16T00:00:00Z
225,customer-225,Ava Allen,DFW,mason.jones@example.com,Matcha,2024-12-24T00:00:00Z,1,2025-10-06T08:51:00Z,2024-12-24T00:00:00Z
226,customer-226,Ava King,JFK,john.doe@example.com,Matcha,2024-04-24T00:00:00Z,1,2025-10-07T08:43:00Z,2024-04-24T00:00:00Z
227,customer-227,Ava Wright,JFK,ava.miller@example.com,Mocha,2024-10-03T00:00:00Z,1,2025-10-05T18:25:00Z,2024-10-03T00:00:00Z
228,customer-228,Ava Scott,DFW,sophia.brown@example.com,Espresso,2025-01-12T00:00:00Z,1,2025-10-10T11:45:00Z,2025-01-12T00:00:00Z
229,customer-229,Ava Torres,LAX,mason.jones@example.com,Mocha,2024-09-15T00:00:00Z,1,2025-10-01T12:43:00Z,2024-09-15T00:00:00Z
230,customer-230,Ava Nguyen,ORD,sophia.miller@example.com,Mocha,2025-03-04T00:00:00Z,1,2025-10-18T10:21:00Z,2025-03-04T00:00:00Z
231,customer-231,Ava Hill,DFW,noah.johnson@example.com,Latte,2024-06-21T00:00:00Z,1,2025-10-11T15:19:00Z,2024-06-21T00:00:00Z
232,customer-232,Ava Flores,DFW,john.doe@example.com,Latte,2024-05-08T00:00:00Z,1,2025-10-13T19:32:00Z,2024-05-08T00:00:00Z
233,customer-233,Ava Green,SFO,emma.garcia@example.com,Chai Latte,2024-09-12T00:00:00Z,1,2025-10-07T11:44:00Z,2024-09-12T00:00:00Z
234,customer-234,Ava Adams,DFW,mason.garcia@example.com,Espresso,2025-02-13T00:00:00Z,1,2025-10-05T15:21:00Z,2025-02-13T00:00:00Z
235,customer-235,Ava Nelson,ATL,john.doe@example.com,Matcha,2025-03-17T00:00:00Z,1,2025-10-18T08:02:00Z,2025-03-17T00:00:00Z
236,customer-236,Ava Baker,LAX,olivia.williams@example.com,Cappuccino,2024-11-23T00:00:00Z,1,2025-10-04T14:06:00Z,2024-11-23T00:00:00Z
237,customer-237,Ava Hall,ORD,sophia.garcia@example.com,Mocha,2024-10-08T00:00:00Z,1,2025-10-10T18:06:00Z,2024-10-08T00:00:00Z
238,customer-238,Ava Rivera,SFO,lucas.smith@example.com,Espresso,2025-02-27T00:00:00Z,1,2025-10-19T17:00:00Z,2025-02-27T00:00:00Z
239,customer-239,Ava Campbell,ORD,lucas.johnson@example.com,Mocha,2024-09-07T00:00:00Z,1,2025-10-16T16:53:00Z,2024-09-07T00:00:00Z
240,customer-240,Ava Mitchell,LAX,liam.miller@example.com,Matcha,2024-11-07T00:00:00Z,1,2025-10-16T12:41:00Z,2024-11-07T00:00:00Z
241,customer-241,Ethan Smith,LAX,ava.doe@example.com,Latte,2024-05-30T00:00:00Z,1,2025-10-05T13:01:00Z,2024-05-30T00:00:00Z
242,customer-242,Ethan Johnson,ATL,liam.doe@example.com,Espresso,2024-03-19T00:00:00Z,1,2025-10-05T08:40:00Z,2024-03-19T00:00:00Z
243,customer-243,Ethan Williams,SFO,liam.brown@example.com,Espresso,2024-10-03T00:00:00Z,1,2025-10-12T12:46:00Z,2024-10-03T00:00:00Z
244,customer-244,Ethan Brown,DFW,emma.brown@example.com,Mocha,2024-04-30T00:00:00Z,1,2025-10-03T18:26:00Z,2024-04-30T00:00:00Z
245,customer-245,Ethan Jones,JFK,olivia.johnson@example.com,Mocha,2024-05-06T00:00:00Z,1,2025-10-13T15:12:00Z,2024-05-06T00:00:00Z
246,customer-246,Ethan Garcia,SFO,mason.garcia@example.com,Espresso,2025-03-08T00:00:00Z,1,2025-10-01T16:17:00Z,2025-03-08T00:00:00Z
247,customer-247,Ethan Miller,DFW,john.williams@example.com,Chai Latte,2024-12-31T00:00:00Z,1,2025-10-14T09:14:00Z,2024-12-31T00:00:00Z
248,customer-248,Ethan Davis,SEA,liam.williams@example.com,Matcha,2024-06-04T00:00:00Z,1,2025-10-15T12:55:00Z,2024-06-04T00:00:00Z
249,customer-249,Ethan Rodriguez,ATL,john.jones@example.com,Cappuccino,2024-05-19T00:00:00Z,1,2025-10-07T09:24:00Z,2024-05-19T00:00:00Z
250,customer-250,Ethan Martinez,SFO,jane.smith@example.com,Matcha,2024-07-13T00:00:00Z,1,2025-10-20T13:24:00Z,2024-07-13T00:00:00Z
251,customer-251,Ethan Hernandez,ORD,lucas.garcia@example.com,Matcha,2025-03-08T00:00:00Z,1,2025-10-08T08:50:00Z,2025-03-08T00:00:00Z
252,customer-252,Ethan Lopez,SEA,emma.smith@example.com,Cappuccino,2025-01-25T00:00:00Z,1,2025-10-03T08:15:00Z,2025-01-25T00:00:00Z
253,customer-253,Ethan Gonzalez,SEA,john.johnson@example.com,Mocha,2025-03-23T00:00:00Z,1,2025-10-16T08:50:00Z,2025-03-23T00:00:00Z
254,customer-254,Ethan Wilson,SEA,lucas.johnson@example.com,Espresso,2024-09-30T00:00:00Z,1,2025-10-13T08:12:00Z,2024-09-30T00:00:00Z
255,customer-255,Ethan Anderson,ORD,john.smith@example.com,Chai Latte,2025-01-22T00:00:00Z,1,2025-10-20T14:29:00Z,2025-01-22T00:00:00Z
256,customer-256,Ethan Thomas,LAX,olivia.johnson@example.com,Chai Latte,2024-10-13T00:00:00Z,1,2025-10-03T12:03:00Z,2024-10-13T00:00:00Z
257,customer-257,Ethan Taylor,SEA,jane.garcia@example.com,Matcha,2024-06-06T00:00:00Z,1,2025-10-02T08:15:00Z,2024-06-06T00:00:00Z
258,customer-258,Ethan Moore,ORD,olivia.miller@example.com,Matcha,2024-08-15T00:00:00Z,1,2025-10-11T09:15:00Z,2024-08-15T00:00:00Z
259,customer-259,Ethan Jackson,ORD,lucas.smith@example.com,Chai Latte,2024-10-07T00:00:00Z,1,2025-10-15T09:24:00Z,2024-10-07T00:00:00Z
260,customer-260,Ethan Martin,ORD,john.jones@example.com,Mocha,2024-12-12T00:00:00Z,1,2025-10-18T15:20:00Z,2024-12-12T00:00:00Z
261,customer-261,Ethan Lee,ATL,ava.johnson@example.com,Mocha,2024-07-19T00:00:00Z,1,2025-10-08T20:36:00Z,2024-07-19T00:00:00Z
262,customer-262,Ethan Perez,SEA,noah.doe@example.com,Latte,2024-12-16T00:00:00Z,1,2025-10-08T18:01:00Z,2024-12-16T00:00:00Z
263,customer-263,Ethan Thompson,JFK,olivia.williams@example.com,Mocha,2025-01-23T00:00:00Z,1,2025-10-02T08:21:00Z,2025-01-23T00:00:00Z
264,customer-264,Ethan White,ORD,mason.smith@example.com,Chai Latte,2024-04-08T00:00:00Z,1,2025-10-15T16:53:00Z,2024-04-08T00:00:00Z
265,customer-265,Ethan Harris,ATL,lucas.miller@example.com,Mocha,2025-02-22T00:00:00Z,1,2025-10-13T15:48:00Z,2025-02-22T00:00:00Z
266,customer-266,Ethan Sanchez,SFO,jane.jones@example.com,Espresso,2024-12-19T00:00:00Z,1,2025-10-08T20:27:00Z,2024-12-19T00:00:00Z
267,customer-267,Ethan Clark,ATL,jane.jones@example.com,Mocha,2025-04-17T00:00:00Z,1,2025-10-05T11:37:00Z,2025-04-17T00:00:00Z
268,customer-268,Ethan Ramirez,SFO,liam.johnson@example.com,Latte,2025-04-06T00:00:00Z,1,2025-10-15T20:07:00Z,2025-04-06T00:00:00Z
269,customer-269,Ethan Lewis,LAX,jane.brown@example.com,Mocha,2024-04-15T00:00:00Z,1,2025-10-02T17:58:00Z,2024-04-15T00:00:00Z
270,customer-270,Ethan Robinson,DFW,john.miller@example.com,Matcha,2024-04-14T00:00:00Z,1,2025-10-19T15:30:00Z,2024-04-14T00:00:00Z
271,customer-271,Ethan Walker,JFK,olivia.garcia@example.com,Matcha,2025-02-24T00:00:00Z,1,2025-10-16T18:37:00Z,2025-02-24T00:00:00Z
272,customer-272,Ethan Young,JFK,emma.brown@example.com,Latte,2024-11-21T00:00:00Z,1,2025-10-20T19:58:00Z,2024-11-21T00:00:00Z
273,customer-273,Ethan Allen,ATL,olivia.jones@example.com,Espresso,2024-03-15T00:00:00Z,1,2025-10-05T16:47:00Z,2024-03-15T00:00:00Z
274,customer-274,Ethan King,SFO,liam.johnson@example.com,Cappuccino,2024-10-06T00:00:00Z,1,2025-10-06T09:56:00Z,2024-10-06T00:00:00Z
275,customer-275,Ethan Wright,ORD,emma.smith@example.com,Espresso,2024-08-26T00:00:00Z,1,2025-10-14T12:18:00Z,2024-08-26T00:00:00Z
276,customer-276,Ethan Scott,DFW,noah.garcia@example.com,Espresso,2024-11-26T00:00:00Z,1,2025-10-11T20:48:00Z,2024-11-26T00:00:00Z
277,customer-277,Ethan Torres,SEA,john.williams@example.com,Mocha,2024-03-18T00:00:00Z,1,2025-10-19T17:33:00Z,2024-03-18T00:00:00Z
278,customer-278,Ethan Nguyen,DFW,liam.jones@example.com,Cappuccino,2024-08-04T00:00:00Z,1,2025-10-01T10:11:00Z,2024-08-04T00:00:00Z
279,customer-279,Ethan Hill,ATL,olivia.johnson@example.com,Mocha,2024-11-19T00:00:00Z,1,2025-10-04T10:19:00Z,2024-11-19T00:00:00Z
280,customer-280,Ethan Flores,ORD,mason.jones@example.com,Chai Latte,2024-12-25T00:00:00Z,1,2025-10-19T09:39:00Z,2024-12-25T00:00:00Z
281,customer-281,Ethan Green,ATL,lucas.jones@example.com,Matcha,2025-04-16T00:00:00Z,1,2025-10-14T19:18:00Z,2025-04-16T00:00:00Z
282,customer-282,Ethan Adams,SEA,john.jones@example.com,Latte,2024-11-10T00:00:00Z,1,2025-10-15T20:03:00Z,2024-11-10T00:00:00Z
283,customer-283,Ethan Nelson,LAX,liam.johnson@example.com,Matcha,2024-03-16T00:00:00Z,1,2025-10-06T15:16:00Z,2024-03-16T00:00:00Z
284,customer-284,Ethan Baker,SEA,olivia.doe@example.com,Espresso,2024-11-04T00:00:00Z,1,2025-10-14T18:56:00Z,2024-11-04T00:00:00Z
285,customer-285,Ethan Hall,SFO,emma.doe@example.com,Latte,2024-07-14T00:00:00Z,1,2025-10-04T11:25:00Z,2024-07-14T00:00:00Z
286,customer-286,Ethan Rivera,JFK,ava.smith@example.com,Mocha,2024-10-10T00:00:00Z,1,2025-10-11T20:49:00Z,2024-10-10T00:00:00Z
287,customer-287,Ethan Campbell,JFK,emma.jones@example.com,Mocha,2024-03-15T00:00:00Z,1,2025-10-15T14:44:00Z,2024-03-15T00:00:00Z
288,customer-288,Ethan Mitchell,SEA,mason.jones@example.com,Latte,2025-02-04T00:00:00Z,1,2025-10-17T13:28:00Z,2025-02-04T00:00:00Z
289,customer-289,Sophia Smith,ATL,olivia.brown@example.com,Chai Latte,2024-09-18T00:00:00Z,1,2025-10-13T16:04:00Z,2024-09-18T00:00:00Z
290,customer-290,Sophia Johnson,LAX,emma.doe@example.com,Latte,2025-03-19T00:00:00Z,1,2025-10-03T09:03:00Z,2025-03-19T00:00:00Z
291,customer-291,Sophia Williams,SFO,liam.brown@example.com,Chai Latte,2025-01-13T00:00:00Z,1,2025-10-14T15:10:00Z,2025-01-13T00:00:00Z
292,customer-292,Sophia Brown,LAX,sophia.jones@example.com,Chai Latte,2024-06-21T00:00:00Z,1,2025-10-21T13:47:00Z,2024-06-21T00:00:00Z
293,customer-293,Sophia Jones,JFK,mason.smith@example.com,Latte,2024-09-19T00:00:00Z,1,2025-10-19T16:03:00Z,2024-09-19T00:00:00Z
294,customer-294,Sophia Garcia,LAX,jane.miller@example.com,Cappuccino,2024-11-23T00:00:00Z,1,2025-10-19T14:11:00Z,2024-11-23T00:00:00Z
295,customer-295,Sophia Miller,JFK,john.doe@example.com,Cappuccino,2024-09-23T00:00:00Z,1,2025-10-01T15:50:00Z,2024-09-23T00:00:00Z
296,customer-296,Sophia Davis,DFW,mason.garcia@example.com,Mocha,2025-01-06T00:00:00Z,1,2025-10-09T09:14:00Z,2025-01-06T00:00:00Z
297,customer-297,Sophia Rodriguez,SFO,mason.miller@example.com,Matcha,2025-01-09T00:00:00Z,1,2025-10-20T18:13:00Z,2025-01-09T00:00:00Z
298,customer-298,Sophia Martinez,SFO,jane.miller@example.com,Espresso,2024-06-30T00:00:00Z,1,2025-10-15T14:40:00Z,2024-06-30T00:00:00Z
299,customer-299,Sophia Hernandez,ATL,olivia.doe@example.com,Chai Latte,2024-05-04T00:00:00Z,1,2025-10-10T10:55:00Z,2024-05-04T00:00:00Z
300,customer-300,Sophia Lopez,ATL,ava.johnson@example.com,Cappuccino,2024-04-17T00:00:00Z,1,2025-10-04T08:05:00Z,2024-04-17T00:00:00Z
301,customer-301,Sophia Gonzalez,SEA,ava.brown@example.com,Latte,2024-11-21T00:00:00Z,1,2025-10-21T08:55:00Z,2024-11-21T00:00:00Z
302,customer-302,Sophia Wilson,ATL,john.miller@example.com,Cappuccino,2024-11-29T00:00:00Z,1,2025-10-21T20:56:00Z,2024-11-29T00:00:00Z
303,customer-303,Sophia Anderson,ORD,emma.miller@example.com,Mocha,2025-03-20T00:00:00Z,1,2025-10-08T13:55:00Z,2025-03-20T00:00:00Z
304,customer-304,Sophia Thomas,JFK,jane.jones@example.com,Matcha,2024-09-09T00:00:00Z,1,2025-10-10T14:11:00Z,2024-09-09T00:00:00Z
305,customer-305,Sophia Taylor,JFK,jane.brown@example.com,Cappuccino,2024-09-23T00:00:00Z,1,2025-10-17T14:32:00Z,2024-09-23T00:00:00Z
306,customer-306,Sophia Moore,JFK,jane.jones@example.com,Matcha,2024-11-07T00:00:00Z,1,2025-10-05T13:40:00Z,2024-11-07T00:00:00Z
307,customer-307,Sophia Jackson,DFW,mason.brown@example.com,Mocha,2025-01-02T00:00:00Z,1,2025-10-07T12:26:00Z,2025-01-02T00:00:00Z
308,customer-308,Sophia Martin,ATL,olivia.williams@example.com,Mocha,2024-07-20T00:00:00Z,1,2025-10-18T14:45:00Z,2024-07-20T00:00:00Z
309,customer-309,Sophia Lee,ATL,olivia.doe@example.com,Mocha,2024-03-28T00:00:00Z,1,2025-10-05T14:45:00Z,2024-03-28T00:00:00Z
310,customer-310,Sophia Perez,SEA,lucas.jones@example.com,Espresso,2024-10-04T00:00:00Z,1,2025-10-17T10:50:00Z,2024-10-04T00:00:00Z
311,customer-311,Sophia Thompson,LAX,emma.jones@example.com,Chai Latte,2024-09-05T00:00:00Z,1,2025-10-07T17:15:00Z,2024-09-05T00:00:00Z
312,customer-312,Sophia White,LAX,ava.jones@example.com,Latte,2024-09-28T00:00:00Z,1,2025-10-17T15:12:00Z,2024-09-28T00:00:00Z
313,customer-313,Sophia Harris,ATL,emma.johnson@example.com,Chai Latte,2024-10-04T00:00:00Z,1,2025-10-05T18:31:00Z,2024-10-04T00:00:00Z
314,customer-314,Sophia Sanchez,ORD,noah.smith@example.com,Espresso,2024-06-18T00:00:00Z,1,2025-10-07T08:08:00Z,2024-06-18T00:00:00Z
315,customer-315,Sophia Clark,ORD,emma.williams@example.com,Cappuccino,2024-06-30T00:00:00Z,1,2025-10-06T15:30:00Z,2024-06-30T00:00:00Z
316,customer-316,Sophia Ramirez,SFO,jane.brown@example.com,Mocha,2025-01-07T00:00:00Z,1,2025-10-16T08:15:00Z,2025-01-07T00:00:00Z
317,customer-317,Sophia Lewis,ORD,liam.johnson@example.com,Mocha,2025-01-07T00:00:00Z,1,2025-10-10T08:22:00Z,2025-01-07T00:00:00Z
318,customer-318,Sophia Robinson,DFW,noah.jones@example.com,Latte,2024-11-12T00:00:00Z,1,2025-10-08T16:47:00Z,2024-11-12T00:00:00Z
319,customer-319,Sophia Walker,SEA,john.doe@example.com,Chai Latte,2024-09-15T00:00:00Z,1,2025-10-02T15:40:00Z,2024-09-15T00:00:00Z
320,customer-320,Sophia Young,SFO,mason.miller@example.com,Mocha,2024-04-22T00:00:00Z,1,2025-10-06T16:46:00Z,2024-04-22T00:00:00Z
321,customer-321,Sophia Allen,SFO,lucas.williams@example.com,Latte,2024-09-17T00:00:00Z,1,2025-10-08T08:46:00Z,2024-09-17T00:00:00Z
322,customer-322,Sophia King,JFK,liam.williams@example.com,Mocha,2024-07-09T00:00:00Z,1,2025-10-16T10:15:00Z,2024-07-09T00:00:00Z
323,customer-323,Sophia Wright,JFK,ava.jones@example.com,Matcha,2024-10-15T00:00:00Z,1,2025-10-19T08:32:00Z,2024-10-15T00:00:00Z
324,customer-324,Sophia Scott,SEA,jane.brown@example.com,Espresso,2024-10-18T00:00:00Z,1,2025-10-19T19:00:00Z,2024-10-18T00:00:00Z
325,customer-325,Sophia Torres,SEA,ava.brown@example.com,Latte,2024-04-30T00:00:00Z,1,2025-10-07T15:34:00Z,2024-04-30T00:00:00Z
326,customer-326,Sophia Nguyen,LAX,lucas.garcia@example.com,Espresso,2025-03-07T00:00:00Z,1,2025-10-21T15:33:00Z,2025-03-07T00:00:00Z
327,customer-327,Sophia Hill,JFK,liam.garcia@example.com,Mocha,2025-02-24T00:00:00Z,1,2025-10-16T18:56:00Z,2025-02-24T00:00:00Z
328,customer-328,Sophia Flores,SFO,sophia.jones@example.com,Cappuccino,2025-03-29T00:00:00Z,1,2025-10-16T15:39:00Z,2025-03-29T00:00:00Z
329,customer-329,Sophia Green,ORD,ava.garcia@example.com,Chai Latte,2025-04-17T00:00:00Z,1,2025-10-10T12:04:00Z,2025-04-17T00:00:00Z
330,customer-330,Sophia Adams,ATL,mason.brown@example.com,Latte,2024-12-07T00:00:00Z,1,2025-10-08T20:32:00Z,2024-12-07T00:00:00Z
331,customer-331,Sophia Nelson,ATL,lucas.brown@example.com,Cappuccino,2024-04-20T00:00:00Z,1,2025-10-09T18:45:00Z,2024-04-20T00:00:00Z
332,customer-332,Sophia Baker,JFK,jane.brown@example.com,Cappuccino,2025-02-14T00:00:00Z,1,2025-10-15T09:51:00Z,2025-02-14T00:00:00Z
333,customer-333,Sophia Hall,ORD,liam.johnson@example.com,Mocha,2024-11-03T00:00:00Z,1,2025-10-13T08:25:00Z,2024-11-03T00:00:00Z
334,customer-334,Sophia Rivera,SEA,john.brown@example.com,Matcha,2025-01-30T00:00:00Z,1,2025-10-03T15:35:00Z,2025-01-30T00:00:00Z
335,customer-335,Sophia Campbell,SEA,sophia.jones@example.com,Matcha,2024-08-15T00:00:00Z,1,2025-10-18T10:41:00Z,2024-08-15T00:00:00Z
336,customer-336,Sophia Mitchell,DFW,liam.smith@example.com,Espresso,2024-08-31T00:00:00Z,1,2025-10-17T15:58:00Z,2024-08-31T00:00:00Z
337,customer-337,Mason Smith,SEA,mason.miller@example.com,Chai Latte,2025-03-26T00:00:00Z,1,2025-10-11T09:33:00Z,2025-03-26T00:00:00Z
338,customer-338,Mason Johnson,SEA,olivia.doe@example.com,Latte,2024-04-12T00:00:00Z,1,2025-10-09T15:59:00Z,2024-04-12T00:00:00Z
339,customer-339,Mason Williams,ATL,olivia.brown@example.com,Espresso,2024-08-08T00:00:00Z,1,2025-10-19T16:55:00Z,2024-08-08T00:00:00Z
